"indexes";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price";"ppi"
1097;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";"windows";2.6;85195.0;127
1098;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";1024;0;"Intel";"windows";2.0;26640.0;100
1099;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";4.3;122491.0;127
1100;"Dell";"Ultrabook";12.5;"small";1366;768;0;"Intel";"Core i3";2.3;4;"HDD";500;0;"Intel";"windows";1.5;60481.0;125
1101;"Dell";"Ultrabook";12.5;"small";1366;768;0;"Intel";"Core i3";2.3;4;"SSD";128;0;"Intel";"windows";1.5;62176.0;125
1102;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.5;4;"SSD";16;0;"Intel";"other";2.2;11136.0;100
1103;"HP";"Workstation";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;8;"HDD";1024;0;"AMD";"windows";3.0;154459.0;127
1104;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"windows";2.4;63883.0;141
1105;"Dell";"Ultrabook";12.5;"small";1366;768;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.5;75290.0;125
1106;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";"windows";2.9;80516.0;127
1107;"Lenovo";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"Intel";"Core i5";2.3;4;"SSD";256;0;"Intel";"windows";2.1;46194.0;141
1108;"HP";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A6-Series 9220";2.5;4;"HDD";1024;0;"AMD";"windows";2.1;21205.0;141
1109;"Asus";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";2.6;71342.0;141
1110;"HP";"Notebook";13.3;"small";3200;1800;1;"Intel";"Core M";1.1;8;"SSD";256;0;"Intel";"windows";1.2;90523.0;276
1111;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"AMD";"windows";2.2;40980.0;100
1112;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"windows";2.1;22857.0;100
1113;"HP";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";512;0;"Intel";"windows";1.2;104908.0;166
1114;"Lenovo";"2 in 1 Convertible";10.1;"small";1920;1200;1;"Intel";"Atom x5-Z8550";1.4;4;"Flash Storage";64;0;"Intel";"other";0.7;29251.0;224
1115;"Dell";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i7";2.4;8;"SSD";256;0;"Intel";"windows";1.2;73473.0;166
1116;"Lenovo";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;1024;"Nvidia";"windows";4.6;146519.0;127
1117;"Razer";"Ultrabook";12.5;"small";3840;2160;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.3;54825.0;352
1118;"Toshiba";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.1;118601.0;166
1119;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";"windows";3.5;69929.0;127
1120;"Vero";"Notebook";13.3;"small";1920;1080;0;"Intel";"Atom X5-Z8350";1.4;4;"Flash Storage";32;0;"Intel";"windows";1.4;10443.0;166
1121;"HP";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.2;90043.0;166
1122;"HP";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.4;80613.0;157
1123;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"linux";2.1;27899.0;100
1124;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"windows";2.0;23177.0;100
1125;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.8;88924.0;157
1126;"Lenovo";"2 in 1 Convertible";10.1;"small";1920;1200;1;"Intel";"Atom x5-Z8550";1.4;4;"Flash Storage";64;0;"Intel";"windows";0.7;25521.0;224
1127;"HP";"Ultrabook";12.5;"small";1366;768;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"windows";1.3;100966.0;125
1128;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"N/A";2.4;52694.0;141
1129;"HP";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i5";2.3;8;"Hybrid";128;1024;"Nvidia";"windows";3.4;60153.0;127
1130;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i7";2.7;8;"HDD";2048;0;"Intel";"windows";2.0;33513.0;100
1131;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"Intel";"Core i7";2.6;8;"SSD";512;0;"Nvidia";"windows";1.8;109244.0;157
1132;"Asus";"Notebook";14.0;"medium";1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.5;14812.0;112
1133;"HP";"Ultrabook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.8;40067.0;141
1134;"Acer";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"windows";2.2;32820.0;141
1135;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.5;16;"Hybrid";1024;0;"AMD";"windows";2.5;58555.0;141
1136;"HP";"Workstation";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";"windows";3.0;210424.0;127
1137;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"windows";2.5;41772.0;100
1138;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.7;16;"Hybrid";256;1024;"Nvidia";"windows";3.8;127819.0;127
1139;"HP";"Ultrabook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.9;115709.0;141
1140;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;1;"Intel";"Core i7";2.6;16;"SSD";512;0;"Intel";"windows";2.8;130003.0;210
1141;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.4;60888.0;141
1142;"HP";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"windows";1.5;86793.0;166
1143;"HP";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";"windows";2.6;118761.0;141
1144;"HP";"2 in 1 Convertible";13.3;"small";2560;1440;1;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"windows";1.5;95851.0;221
1145;"HP";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";"windows";2.0;101179.0;141
1146;"HP";"Ultrabook";12.5;"small";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.3;122381.0;176
1147;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";2.2;53807.0;141
1148;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.9;84129.0;141
1149;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.3;124622.0;210
1150;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"N/A";1.9;18062.0;100
1151;"HP";"Notebook";15.6;"medium";1366;768;0;"AMD";"E-Series 7110";1.8;4;"HDD";500;0;"AMD";"windows";1.9;15824.0;100
1152;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"HDD";1024;0;"AMD";"N/A";2.3;31915.0;141
1153;"Dell";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";2.6;63883.0;141
1154;"Dell";"Notebook";15.6;"medium";3840;2160;1;"Intel";"Core i5";2.3;8;"SSD";256;0;"Nvidia";"windows";2.0;119916.0;282
1155;"HP";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A6-Series A6-9220";2.5;4;"SSD";256;0;"AMD";"windows";1.9;25515.0;141
1156;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.7;79536.0;127
1157;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.6;12;"SSD";512;0;"Intel";"windows";1.4;122491.0;157
1158;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"Hybrid";1024;0;"AMD";"windows";2.5;42011.0;141
1159;"HP";"2 in 1 Convertible";13.3;"small";2560;1440;1;"Intel";"Core i7";2.6;8;"SSD";512;0;"Intel";"windows";1.5;108744.0;221
1160;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"windows";1.7;79867.0;157
1161;"MSI";"Gaming";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"windows";1.7;94252.0;157
1162;"HP";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";2.6;47899.0;141
1163;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;"Intel";"windows";2.2;24456.0;100
1164;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"N/A";2.1;25414.0;100
1165;"Dell";"Gaming";15.6;"medium";3840;2160;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.6;79813.0;282
1166;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.0;74059.0;141
1167;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"windows";2.2;24935.0;141
1168;"HP";"Notebook";14.0;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"windows";1.4;13267.0;112
1169;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";2.2;44702.0;141
1170;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";2.0;36177.0;141
1171;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";1.8;16;"SSD";512;0;"Intel";"windows";2.1;61752.0;141
1172;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";2.2;19660.0;100
1173;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"N/A";2.1;21205.0;100
1174;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"N/A";2.2;37776.0;141
1175;"Asus";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";256;0;"Intel";"windows";2.0;40972.0;157
1176;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.5;4;"Hybrid";1024;0;"Intel";"windows";2.3;43956.0;141
1177;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;16;"SSD";512;0;"Nvidia";"windows";3.3;69530.0;141
1178;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";1.9;114732.0;141
1179;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.3;4;"HDD";500;0;"Intel";"windows";2.1;34632.0;100
1180;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;1;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.4;87219.0;210
1181;"Lenovo";"Ultrabook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;6;"SSD";256;0;"Nvidia";"windows";1.5;44276.0;141
1182;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"linux";2.0;47686.0;141
1183;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";2.0;4;"HDD";500;0;"Intel";"windows";2.1;17742.0;100
1184;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;6;"HDD";1024;0;"Nvidia";"windows";2.2;42571.0;141
1185;"Asus";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";256;1024;"Nvidia";"windows";2.6;48432.0;141
1186;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";2.1;62817.0;141
1187;"Acer";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Nvidia";"windows";2.2;36816.0;141
1188;"Dell";"Ultrabook";13.3;"small";3200;1800;1;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"linux";1.2;58555.0;276
1189;"Acer";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.2;138475.0;127
1190;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.4;43636.0;141
1191;"Samsung";"2 in 1 Convertible";12.3;"small";2400;1600;1;"Samsung";"Cortex A72&A53";2.0;4;"Flash Storage";32;0;"ARM";"other";1.2;35112.0;235
1192;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";1.9;25841.0;100
1193;"Apple";"Ultrabook";12.0;"small";2304;1440;0;"Intel";"Core M";1.1;8;"Flash Storage";256;0;"Intel";"macos";0.9;61965.0;226
1194;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.6;63883.0;166
1195;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;12;"Hybrid";128;1024;"Nvidia";"windows";2.2;70703.0;141
1196;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"N/A";1.9;19607.0;100
1197;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";512;1024;"Nvidia";"windows";4.3;114552.0;127
1198;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";2.0;4;"HDD";1024;0;"Intel";"linux";2.1;14492.0;100
1199;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.4;109165.0;127
1200;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"AMD";"windows";2.3;26587.0;100
1201;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i7";2.5;8;"HDD";500;0;"Nvidia";"N/A";2.2;33513.0;100
1203;"Dell";"Ultrabook";13.3;"small";3200;1800;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.2;142790.0;276
1204;"Asus";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"HDD";1024;0;"Nvidia";"windows";2.2;62284.0;141
1205;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";"windows";2.4;47366.0;141
1206;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.9;30849.0;100
1207;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"AMD";"E-Series 9000";2.2;4;"HDD";500;0;"AMD";"windows";2.2;15931.0;100
1208;"Acer";"Notebook";17.3;"large";1600;900;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;"Nvidia";"windows";3.3;33513.0;106
1209;"Asus";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.2;130483.0;141
1210;"Apple";"Ultrabook";12.0;"small";2304;1440;0;"Intel";"Core M";1.2;8;"Flash Storage";512;0;"Intel";"macos";0.9;68145.0;226
1211;"Asus";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"windows";2.2;93187.0;141
1212;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"windows";2.4;103842.0;127
1213;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.2;53227.0;141
1214;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.9;103843.0;127
1215;"Acer";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.5;2;"SSD";32;0;"Intel";"other";1.3;9271.0;135
1216;"Acer";"Notebook";17.3;"large";1600;900;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"windows";3.3;31861.0;106
1217;"Lenovo";"Notebook";17.3;"large";1600;900;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"N/A";2.8;28718.0;106
1218;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";"windows";2.6;67772.0;141
1219;"Acer";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"Intel";"Core i7";1.3;8;"SSD";256;0;"Intel";"windows";1.2;61219.0;157
1220;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"windows";2.3;81465.0;141
1221;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;78647.0;141
1222;"HP";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A12-Series 9720P";2.7;6;"HDD";1024;0;"AMD";"windows";2.1;28185.0;141
1223;"Dell";"Ultrabook";12.5;"small";1920;1080;1;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"windows";1.3;91288.0;176
1224;"Dell";"2 in 1 Convertible";15.0;"medium";1920;1080;1;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"windows";2.1;27120.0;147
1225;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";1024;0;"Intel";"windows";2.7;16464.0;100
1226;"Dell";"Ultrabook";13.3;"small";3200;1800;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.3;78695.0;276
1227;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"linux";2.2;27805.0;100
1228;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";2.6;54825.0;141
1229;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;61219.0;141
1230;"Lenovo";"Netbook";12.5;"small";1920;1080;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.3;87912.0;176
1231;"Razer";"Gaming";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";"windows";2.0;186427.0;157
1232;"Dell";"Notebook";15.6;"medium";1366;768;1;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Intel";"windows";2.3;24989.0;100
1233;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.7;85141.0;127
1234;"Apple";"Ultrabook";11.6;"small";1366;768;0;"Intel";"Core i5";1.6;4;"Flash Storage";256;0;"Intel";"macos";1.1;51096.0;135
1235;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"windows";2.1;25468.0;141
1236;"HP";"Ultrabook";14.0;"medium";2560;1440;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.5;117120.0;210
1237;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.2;39267.0;100
1238;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";"windows";2.3;62284.0;141
1239;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.4;79867.0;166
1240;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A12-Series 9720P";3.6;6;"SSD";256;0;"AMD";"windows";2.2;31839.0;141
1241;"Asus";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.5;68198.0;166
1242;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"linux";2.4;19277.0;100
1243;"Dell";"2 in 1 Convertible";17.3;"large";1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"windows";2.8;95851.0;127
1244;"HP";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.3;4;"SSD";256;0;"Intel";"windows";1.5;58607.0;157
1246;"Dell";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";1.6;46620.0;112
1247;"Asus";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"windows";2.3;123876.0;141
1248;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"N/A";2.3;30529.0;141
1249;"Dell";"2 in 1 Convertible";13.3;"small";3200;1800;1;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";"windows";1.2;96597.0;276
1250;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"linux";2.2;17263.0;100
1251;"HP";"Notebook";15.6;"medium";1366;768;0;"AMD";"A6-Series 9220";2.5;4;"HDD";500;0;"AMD";"windows";1.9;21259.0;100
1252;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.3;6;"SSD";128;0;"Nvidia";"windows";2.4;30316.0;141
1253;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.9;57116.0;157
1254;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"windows";2.2;23656.0;100
1255;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"windows";2.0;18062.0;100
1256;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";4.0;101232.0;127
1257;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.3;26107.0;100
1258;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.5;8;"Hybrid";1024;0;"AMD";"windows";2.3;47686.0;141
1259;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";"windows";2.4;65481.0;141
1260;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";1.8;44383.0;157
1261;"Asus";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core M";0.9;8;"SSD";512;0;"Intel";"windows";1.2;38841.0;166
1262;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.4;6;"HDD";1024;0;"Intel";"windows";2.3;24456.0;100
1263;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"linux";2.4;15398.0;100
1264;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;2;"HDD";500;0;"Intel";"windows";2.2;20193.0;100
1265;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"HDD";1024;0;"Nvidia";"windows";2.6;47899.0;141
1266;"HP";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A9-Series 9410";2.9;6;"Hybrid";1024;0;"AMD";"windows";2.0;29303.0;141
1267;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"linux";2.3;42943.0;100
1268;"HP";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"windows";1.2;11136.0;135
1269;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i7";2.5;4;"HDD";500;0;"Nvidia";"windows";2.2;38379.0;100
1270;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"Intel";"Core i7";2.5;4;"SSD";128;0;"Intel";"windows";1.8;33993.0;157
1271;"Lenovo";"2 in 1 Convertible";13.3;"small";3200;1800;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.3;79867.0;276
1272;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";64;0;"Intel";"windows";1.5;12201.0;112
1273;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i7";2.5;6;"HDD";1024;0;"AMD";"windows";2.2;40706.0;100
